"winner_id","loser_id","score","set_order","best_of","surface","tourney_date","winner_age","loser_age","winner_rank","loser_rank","w_games","l_games","sets_won_winner","sets_won_loser","total_sets","row_num","N_months_since_last_match_winner","N_months_since_last_match_loser"
104597,104919,"6-7(3) 6-1 6-3","011",3,"Clay",2011-02-14,25.4839151266,23.7535934292,13,100,18,11,2,1,3,9311,0,0
104076,104655,"6-7(2) 7-5 6-1","011",3,"Clay",2011-02-14,28.3203285421,25.1197809719,256,64,19,13,2,1,3,9312,0,0
103900,103976,"6-1 6-2","11",3,"Clay",2011-02-14,29.1197809719,28.8432580424,20,196,12,3,2,0,2,9313,0,0
103990,105077,"6-3 7-5","11",3,"Clay",2011-02-14,28.7912388775,23.0773442847,32,116,13,8,2,0,2,9314,0,0
103428,104547,"7-5 6-2","11",3,"Clay",2011-02-14,31.4606433949,25.8015058179,35,97,13,7,2,0,2,9315,0,0
103656,104926,"6-2 4-6 6-4","101",3,"Clay",2011-02-14,30.2176591376,23.7289527721,25,55,16,12,2,1,3,9316,0,0
104338,104724,"7-6(5) 6-2","11",3,"Clay",2011-02-14,26.8802190281,24.8131416838,30,111,13,8,2,0,2,9317,0,0
104527,103812,"6-7(2) 6-1 7-6(4)","011",3,"Clay",2011-02-14,25.8836413415,29.568788501,15,56,19,14,2,1,3,9318,0,0
104597,104076,"7-5 6-3","11",3,"Clay",2011-02-14,25.4839151266,28.3203285421,13,256,13,8,2,0,2,9319,0,0
103990,103900,"6-4 6-4","11",3,"Clay",2011-02-14,28.7912388775,29.1197809719,32,20,12,8,2,0,2,9320,0,0
103428,103656,"6-4 3-6 6-3","101",3,"Clay",2011-02-14,31.4606433949,30.2176591376,35,25,15,13,2,1,3,9321,0,0
104527,104338,"7-5 6-3","11",3,"Clay",2011-02-14,25.8836413415,26.8802190281,15,30,13,8,2,0,2,9322,0,0
104597,103990,"7-5 6-1","11",3,"Clay",2011-02-14,25.4839151266,28.7912388775,13,32,13,6,2,0,2,9323,0,0
103428,104527,"6-2 6-2","11",3,"Clay",2011-02-14,31.4606433949,25.8836413415,35,15,12,4,2,0,2,9324,0,0
104597,103428,"6-3 3-6 6-4","101",3,"Clay",2011-02-14,25.4839151266,31.4606433949,13,35,15,13,2,1,3,9325,0,0
103917,104778,"6-2 6-0","11",3,"Hard",2011-02-14,29.0650239562,24.5311430527,89,365,12,2,2,0,2,9326,0,12
104735,105318,"6-0 6-2","11",3,"Hard",2011-02-14,24.7364818617,21.8535249829,69,168,12,2,2,0,2,9327,0,0
103566,103898,"6-4 4-6 6-3","101",3,"Hard",2011-02-14,30.7433264887,29.1526351814,23,66,16,13,2,1,3,9328,0,1
104312,104898,"5-7 6-4 7-6(2)","011",3,"Hard",2011-02-14,26.9815195072,23.8603696099,47,54,18,17,2,1,3,9329,0,0
104098,105777,"6-7(6) 7-5 7-6(4)","011",3,"Hard",2011-02-14,28.1752224504,19.7508555784,129,84,20,18,2,1,3,9330,0,0
103344,104979,"6-2 6-4","11",3,"Hard",2011-02-14,31.909650924,23.5674195756,14,42,12,6,2,0,2,9331,0,0
104542,105332,"6-1 6-2","11",3,"Hard",2011-02-14,25.8288843258,21.7713894593,16,120,12,3,2,0,2,9332,0,0
104660,105011,"6-4 6-3","11",3,"Hard",2011-02-14,25.106091718,23.4360027379,43,88,12,7,2,0,2,9333,0,0
104468,103786,"7-6(6) 6-4","11",3,"Hard",2011-02-14,26.1327857632,29.7029431896,33,39,13,10,2,0,2,9334,0,0
104332,105208,"7-6(2) 6-1","11",3,"Hard",2011-02-14,26.893908282,22.4585900068,60,22,13,7,2,0,2,9335,0,0
105227,104219,"6-7(6) 6-3 6-2","011",3,"Hard",2011-02-14,22.379192334,27.5592060233,28,148,18,12,2,1,3,9336,0,0
104273,103096,"6-3 6-2","11",3,"Hard",2011-02-14,27.2142368241,33.1608487337,122,104,12,5,2,0,2,9337,0,0
104417,103917,"7-6(8) 7-6(5)","11",3,"Hard",2011-02-14,26.5023956194,29.0650239562,4,89,14,12,2,0,2,9338,0,0
103566,104735,"6-3 6-4","11",3,"Hard",2011-02-14,30.7433264887,24.7364818617,23,69,12,7,2,0,2,9339,0,0
103781,104312,"7-5 6-3","11",3,"Hard",2011-02-14,29.7330595483,26.9815195072,10,47,13,8,2,0,2,9340,0,0
104098,103344,"7-6(4) 6-3","11",3,"Hard",2011-02-14,28.1752224504,31.909650924,129,14,13,9,2,0,2,9341,0,0
104542,104660,"5-7 6-4 6-2","011",3,"Hard",2011-02-14,25.8288843258,25.106091718,16,43,17,13,2,1,3,9342,0,0
104022,104468,"3-6 6-3 6-3","011",3,"Hard",2011-02-14,28.6406570842,26.1327857632,11,33,15,12,2,1,3,9343,0,0
105227,104332,"7-6(3) 6-3","11",3,"Hard",2011-02-14,22.379192334,26.893908282,28,60,13,9,2,0,2,9344,0,0
104607,104273,"6-3 6-4","11",3,"Hard",2011-02-14,25.4099931554,27.2142368241,7,122,12,7,2,0,2,9345,0,0
104417,103566,"6-1 6-4","11",3,"Hard",2011-02-14,26.5023956194,30.7433264887,4,23,12,5,2,0,2,9346,0,0
104098,103781,"6-4 2-6 6-1","101",3,"Hard",2011-02-14,28.1752224504,29.7330595483,129,10,14,11,2,1,3,9347,0,0
104022,104542,"6-4 2-6 6-4","101",3,"Hard",2011-02-14,28.6406570842,25.8288843258,11,16,14,14,2,1,3,9348,0,0
105227,104607,"6-3 6-4","11",3,"Hard",2011-02-14,22.379192334,25.4099931554,28,7,12,7,2,0,2,9349,0,0
104417,104098,"7-5 6-1","11",3,"Hard",2011-02-14,26.5023956194,28.1752224504,4,129,13,6,2,0,2,9350,0,0
105227,104022,"6-2 1-6 7-5","101",3,"Hard",2011-02-14,22.379192334,28.6406570842,28,11,14,13,2,1,3,9351,0,0
104417,105227,"6-7(8) 6-3 6-3","011",3,"Hard",2011-02-14,26.5023956194,22.379192334,4,28,18,13,2,1,3,9352,0,0
104053,105575,"4-6 6-2 6-3","011",3,"Hard",2011-02-14,28.4599589322,20.6516084873,8,74,16,11,2,1,3,9353,0,0
104386,104976,"6-0 7-6(7)","11",3,"Hard",2011-02-14,26.6475017112,23.5893223819,51,118,13,6,2,0,2,9354,0,0
105173,104225,"6-2 6-2","11",3,"Hard",2011-02-14,22.6283367556,27.523613963,61,101,12,4,2,0,2,9355,0,0
103720,104229,"6-4 7-6(3)","11",3,"Hard",2011-02-14,29.9712525667,27.5044490075,70,37,13,10,2,0,2,9356,0,0
103188,103333,"6-1 7-6(1)","11",3,"Hard",2011-02-14,32.7912388775,31.961670089,107,115,13,7,2,0,2,9357,0,0
104471,102783,"3-6 6-3 6-4","011",3,"Hard",2011-02-14,26.1163586585,34.8062970568,62,95,15,13,2,1,3,9358,0,0
105223,104545,"6-4 6-3","11",3,"Hard",2011-02-14,22.392881588,25.8042436687,298,24,12,7,2,0,2,9359,0,0
105023,104797,"6-7(5) 7-6(5) 6-4","011",3,"Hard",2011-02-14,23.356605065,24.4380561259,18,53,19,17,2,1,3,9360,0,0
104314,104308,"7-5 6-4","11",3,"Hard",2011-02-14,26.9733059548,26.9952087611,99,102,13,9,2,0,2,9361,0,0
105041,104534,"6-7(4) 7-5 6-3","011",3,"Hard",2011-02-14,23.2826830938,25.864476386,109,91,19,15,2,1,3,9362,0,0
103888,104559,"6-1 7-5","11",3,"Hard",2011-02-14,29.18275154,25.7303216975,17,77,13,6,2,0,2,9363,0,0
103470,104731,"5-7 6-3 7-6(4)","011",3,"Hard",2011-02-14,31.2498288843,24.7446954141,110,40,18,16,2,1,3,9364,0,0
103484,103672,"6-4 6-3","11",3,"Hard",2011-02-14,31.1321013005,30.1492128679,164,80,12,7,2,0,2,9365,0,0
103285,103794,"6-4 6-2","11",3,"Hard",2011-02-14,32.2162902122,29.6646132786,65,57,12,6,2,0,2,9366,0,0
105683,104269,"6-4 3-6 7-6(5)","101",3,"Hard",2011-02-14,20.1341546886,27.2498288843,59,9,16,16,2,1,3,9367,0,0
104053,104386,"6-1 7-6(8)","11",3,"Hard",2011-02-14,28.4599589322,26.6475017112,8,51,13,7,2,0,2,9368,0,0
103720,105173,"6-7(9) 7-5 6-0","011",3,"Hard",2011-02-14,29.9712525667,22.6283367556,70,61,19,12,2,1,3,9369,0,0
103188,103722,"6-4 6-4","11",3,"Hard",2011-02-14,32.7912388775,29.9603011636,107,75,12,8,2,0,2,9370,0,0
105223,104471,"6-4 6-4","11",3,"Hard",2011-02-14,22.392881588,26.1163586585,298,62,12,8,2,0,2,9371,0,0
105023,104314,"6-3 7-6(3)","11",3,"Hard",2011-02-14,23.356605065,26.9733059548,18,99,13,9,2,0,2,9372,0,0
103888,105041,"6-7(5) 6-4 7-6(3)","011",3,"Hard",2011-02-14,29.18275154,23.2826830938,17,109,19,17,2,1,3,9373,0,0
103470,103484,"7-6(5) 6-3","11",3,"Hard",2011-02-14,31.2498288843,31.1321013005,110,164,13,9,2,0,2,9374,0,0
105683,103285,"6-4 6-7(10) 7-6(1)","101",3,"Hard",2011-02-14,20.1341546886,32.2162902122,59,65,19,17,2,1,3,9375,0,0
104053,103720,"4-6 6-3 6-4","011",3,"Hard",2011-02-14,28.4599589322,29.9712525667,8,70,16,13,2,1,3,9376,0,0
105223,103188,"6-4 6-2","11",3,"Hard",2011-02-14,22.392881588,32.7912388775,298,107,12,6,2,0,2,9377,0,0
103888,105023,"6-3 6-4","11",3,"Hard",2011-02-14,29.18275154,23.356605065,17,18,12,7,2,0,2,9378,0,0
105683,103470,"6-4 3-6 6-3","101",3,"Hard",2011-02-14,20.1341546886,31.2498288843,59,110,15,13,2,1,3,9379,0,0
104053,105223,"6-3 6-4","11",3,"Hard",2011-02-14,28.4599589322,22.392881588,8,298,12,7,2,0,2,9380,0,0
105683,103888,"6-4 4-6 6-3","101",3,"Hard",2011-02-14,20.1341546886,29.18275154,59,17,16,13,2,1,3,9381,0,0
104053,105683,"7-6(7) 6-7(11) 7-5","101",3,"Hard",2011-02-14,28.4599589322,20.1341546886,8,59,20,18,2,1,3,9382,0,0
103970,104494,"6-1 6-3","11",3,"Clay",2011-02-21,28.8898015058,26.0725530459,6,195,12,4,2,0,2,9383,0,5
104136,104535,"6-2 7-6(5)","11",3,"Clay",2011-02-21,27.9917864476,25.8726899384,261,439,13,8,2,0,2,9384,11,5
104655,103808,"6-4 6-4","11",3,"Clay",2011-02-21,25.1389459274,29.607118412,64,46,12,8,2,0,2,9385,0,0
104338,104547,"7-5 7-6(3)","11",3,"Clay",2011-02-21,26.8993839836,25.8206707734,30,101,14,11,2,0,2,9386,0,0
104527,104665,"7-6(5) 3-6 6-0","101",3,"Clay",2011-02-21,25.9028062971,25.0787132101,15,67,16,12,2,1,3,9387,0,0
104926,104216,"6-3 6-4","11",3,"Clay",2011-02-21,23.7481177276,27.5920602327,56,126,12,7,2,0,2,9388,0,0
104122,103926,"6-3 5-7 6-1","101",3,"Clay",2011-02-21,28.0492813142,29.0622861054,71,146,17,11,2,1,3,9389,0,9
105238,104154,"7-5 6-2","11",3,"Clay",2011-02-21,22.288843258,27.8904859685,26,171,13,7,2,0,2,9390,0,0
103656,104593,"6-2 6-1","11",3,"Clay",2011-02-21,30.2368240931,25.5414099932,25,59,12,3,2,0,2,9391,0,0
105053,105077,"4-6 7-5 7-5","011",3,"Clay",2011-02-21,23.2361396304,23.0965092402,48,111,18,16,2,1,3,9392,0,0
103835,104523,"6-1 3-6 6-4","101",3,"Clay",2011-02-21,29.4620123203,25.9137577002,86,85,15,11,2,1,3,9393,0,0
104597,103812,"6-3 6-2","11",3,"Clay",2011-02-21,25.5030800821,29.5879534565,13,57,12,5,2,0,2,9394,0,0
103997,103105,"7-5 6-0","11",3,"Clay",2011-02-21,28.7693360712,33.1252566735,134,75,13,5,2,0,2,9395,0,0
103868,105688,"6-1 3-6 6-1","101",3,"Clay",2011-02-21,29.3415468857,20.128678987,191,547,15,8,2,1,3,9396,0,12
105064,104269,"6-2 4-6 6-3","101",3,"Clay",2011-02-21,23.1457905544,27.2689938398,36,9,16,11,2,1,3,9397,0,0
103970,104136,"6-2 6-2","11",3,"Clay",2011-02-21,28.8898015058,27.9917864476,6,261,12,4,2,0,2,9398,0,0
104338,104655,"6-3 6-4","11",3,"Clay",2011-02-21,26.8993839836,25.1389459274,30,64,12,7,2,0,2,9399,0,0
104527,104926,"5-7 6-3 7-5","011",3,"Clay",2011-02-21,25.9028062971,23.7481177276,15,56,18,15,2,1,3,9400,0,0
105238,104122,"6-4 6-1","11",3,"Clay",2011-02-21,22.288843258,28.0492813142,26,71,12,5,2,0,2,9401,0,0
105053,103656,"6-3 6-4","11",3,"Clay",2011-02-21,23.2361396304,30.2368240931,48,25,12,7,2,0,2,9402,0,0
104597,103835,"6-2 6-2","11",3,"Clay",2011-02-21,25.5030800821,29.4620123203,13,86,12,4,2,0,2,9403,0,0
103997,104724,"6-7(8) 6-4 6-4","011",3,"Clay",2011-02-21,28.7693360712,24.8323066393,134,104,18,15,2,1,3,9404,0,0
105064,103868,"1-6 6-4 6-3","011",3,"Clay",2011-02-21,23.1457905544,29.3415468857,36,191,13,13,2,1,3,9405,0,0
103970,104338,"2-6 7-5 6-2","011",3,"Clay",2011-02-21,28.8898015058,26.8993839836,6,30,15,13,2,1,3,9406,0,0
105238,104527,"6-4 7-6(6)","11",3,"Clay",2011-02-21,22.288843258,25.9028062971,26,15,13,10,2,0,2,9407,0,0
104597,105053,"7-6(0) 5-7 6-4","101",3,"Clay",2011-02-21,25.5030800821,23.2361396304,13,48,18,17,2,1,3,9408,0,0
105064,103997,"6-7(5) 6-3 6-4","011",3,"Clay",2011-02-21,23.1457905544,28.7693360712,36,134,18,14,2,1,3,9409,0,0
103970,105238,"5-7 6-1 6-1","011",3,"Clay",2011-02-21,28.8898015058,22.288843258,6,26,17,9,2,1,3,9410,0,0
104597,105064,"7-6(4) 6-4","11",3,"Clay",2011-02-21,25.5030800821,23.1457905544,13,36,13,10,2,0,2,9411,0,0
103970,104597,"7-6(4) 6-7(2) 6-2","101",3,"Clay",2011-02-21,28.8898015058,25.5030800821,6,13,19,15,2,1,3,9412,0,0
104534,104594,"3-6 6-1 6-2","011",3,"Hard",2011-02-21,25.8836413415,25.5386721424,91,135,15,9,2,1,3,9413,0,1
104471,103857,"6-4 2-6 6-3","101",3,"Hard",2011-02-21,26.135523614,29.3935660507,60,96,14,13,2,1,3,9414,0,0
104882,104857,"6-1 6-4","11",3,"Hard",2011-02-21,23.9671457906,24.0876112252,87,185,12,5,2,0,2,9415,0,0
104386,103333,"7-6(14) 7-6(1)","11",3,"Hard",2011-02-21,26.6666666667,31.9808350445,52,141,14,12,2,0,2,9416,0,0
105023,104460,"6-3 5-7 6-3","101",3,"Hard",2011-02-21,23.3757700205,26.2039698836,22,103,17,13,2,1,3,9417,0,0
104976,104214,"6-2 6-3","11",3,"Hard",2011-02-21,23.6084873374,27.6084873374,118,88,12,5,2,0,2,9418,0,0
105453,104314,"6-2 7-6(5)","11",3,"Hard",2011-02-21,21.1471594798,26.9924709103,66,89,13,8,2,0,2,9419,0,0
103484,103794,"7-5 6-4","11",3,"Hard",2011-02-21,31.151266256,29.6837782341,144,58,13,9,2,0,2,9420,0,0
104731,105385,"6-7(5) 7-6(4) 6-2","011",3,"Hard",2011-02-21,24.7638603696,21.582477755,40,138,19,15,2,1,3,9421,0,0
103722,105992,"3-6 6-3 7-5","011",3,"Hard",2011-02-21,29.9794661191,18.7926078029,72,150,16,14,2,1,3,9422,0,1
105223,105575,"6-4 6-1","11",3,"Hard",2011-02-21,22.4120465435,20.6707734428,166,74,12,5,2,0,2,9423,0,0
104559,104545,"6-4 5-7 7-6(13)","101",3,"Hard",2011-02-21,25.749486653,25.8234086242,76,32,18,17,2,1,3,9424,0,0
105173,104919,"1-6 7-6(3) 6-4","011",3,"Hard",2011-02-21,22.6475017112,23.7727583847,61,109,14,16,2,1,3,9425,0,0
104268,104225,"6-1 2-0 RET","11",3,"Hard",2011-02-21,27.2717316906,27.5427789185,119,102,8,1,2,0,2,9426,0,0
103672,102783,"2-6 6-2 6-3","011",3,"Hard",2011-02-21,30.1683778234,34.8254620123,78,95,14,11,2,1,3,9427,0,0
104471,104534,"2-6 6-3 6-2","011",3,"Hard",2011-02-21,26.135523614,25.8836413415,60,91,14,11,2,1,3,9428,0,0
104386,104882,"6-2 6-7(8) 6-3","101",3,"Hard",2011-02-21,26.6666666667,23.9671457906,52,87,18,12,2,1,3,9429,0,0
104976,105023,"7-6(5) 6-4","11",3,"Hard",2011-02-21,23.6084873374,23.3757700205,118,22,13,10,2,0,2,9430,0,0
105453,103484,"6-3 6-4","11",3,"Hard",2011-02-21,21.1471594798,31.151266256,66,144,12,7,2,0,2,9431,0,0
104731,103722,"6-1 6-4","11",3,"Hard",2011-02-21,24.7638603696,29.9794661191,40,72,12,5,2,0,2,9432,0,0
105223,104559,"6-1 6-1","11",3,"Hard",2011-02-21,22.4120465435,25.749486653,166,76,12,2,2,0,2,9433,0,0
104268,105173,"6-3 6-2","11",3,"Hard",2011-02-21,27.2717316906,22.6475017112,119,61,12,5,2,0,2,9434,0,0
103888,103672,"6-2 6-1","11",3,"Hard",2011-02-21,29.2019164956,30.1683778234,16,78,12,3,2,0,2,9435,0,0
104386,104471,"7-6(0) 6-1","11",3,"Hard",2011-02-21,26.6666666667,26.135523614,52,60,13,7,2,0,2,9436,0,0
105453,104976,"6-7(5) 6-2 6-4","011",3,"Hard",2011-02-21,21.1471594798,23.6084873374,66,118,18,13,2,1,3,9437,0,0
105223,104731,"6-4 6-4","11",3,"Hard",2011-02-21,22.4120465435,24.7638603696,166,40,12,8,2,0,2,9438,0,0
103888,104268,"6-1 6-4","11",3,"Hard",2011-02-21,29.2019164956,27.2717316906,16,119,12,5,2,0,2,9439,0,0
104386,105453,"6-4 6-4","11",3,"Hard",2011-02-21,26.6666666667,21.1471594798,52,66,12,8,2,0,2,9440,0,0
105223,103888,"6-1 7-5","11",3,"Hard",2011-02-21,22.4120465435,29.2019164956,166,16,13,6,2,0,2,9441,0,0
105223,104386,"6-4 6-4","11",3,"Hard",2011-02-21,22.4120465435,26.6666666667,166,52,12,8,2,0,2,9442,0,0
103819,104500,"6-3 6-3","11",3,"Hard",2011-02-21,29.5386721424,26.0205338809,2,79,12,6,2,0,2,9443,1,0
104719,104098,"6-1 6-3","11",3,"Hard",2011-02-21,24.8624229979,28.1943874059,53,105,12,4,2,0,2,9444,0,0
104660,103914,"6-4 6-2","11",3,"Hard",2011-02-21,25.1252566735,29.0978781656,43,1112,12,6,2,0,2,9445,0,12
105208,103582,"6-3 6-4","11",3,"Hard",2011-02-21,22.4777549624,30.6420260096,24,70,12,7,2,0,2,9446,0,0
104468,104022,"6-3 7-5","11",3,"Hard",2011-02-21,26.1519507187,28.6598220397,33,11,13,8,2,0,2,9447,0,0
104586,103971,"7-6(2) 6-3","11",3,"Hard",2011-02-21,25.5797399042,28.887063655,155,152,13,9,2,0,2,9448,1,0
104755,105777,"6-2 6-4","11",3,"Hard",2011-02-21,24.6789869952,19.7700205339,28,81,12,6,2,0,2,9449,1,0
104259,104678,"6-1 7-6(2)","11",3,"Hard",2011-02-21,27.3511293634,25.029431896,35,18,13,7,2,0,2,9450,0,0
104332,104312,"3-6 7-6(2) 6-2","011",3,"Hard",2011-02-21,26.9130732375,27.0006844627,73,47,16,14,2,1,3,9451,0,0
103786,104198,"6-2 6-0","11",3,"Hard",2011-02-21,29.7221081451,27.7180013689,39,23,12,2,2,0,2,9452,0,0
104607,104871,"6-2 6-3","11",3,"Hard",2011-02-21,25.4291581109,24.0246406571,7,51,12,5,2,0,2,9453,0,1
104252,103813,"6-4 6-2","11",3,"Hard",2011-02-21,27.3812457221,29.582477755,38,45,12,6,2,0,2,9454,0,0
104925,103566,"6-3 6-3","11",3,"Hard",2011-02-21,23.7535934292,30.7624914442,3,27,12,6,2,0,2,9455,1,0
103819,104719,"6-3 6-4","11",3,"Hard",2011-02-21,29.5386721424,24.8624229979,2,53,12,7,2,0,2,9456,0,0
104660,105208,"6-3 5-7 6-1","101",3,"Hard",2011-02-21,25.1252566735,22.4777549624,43,24,17,11,2,1,3,9457,0,0
104468,104586,"6-2 6-3","11",3,"Hard",2011-02-21,26.1519507187,25.5797399042,33,155,12,5,2,0,2,9458,0,0
104755,104869,"6-2 7-5","11",3,"Hard",2011-02-21,24.6789869952,24.0301163587,28,342,13,7,2,0,2,9459,0,1
104332,104259,"6-0 4-6 6-2","101",3,"Hard",2011-02-21,26.9130732375,27.3511293634,73,35,16,8,2,1,3,9460,0,0
104607,103786,"6-3 7-6(5)","11",3,"Hard",2011-02-21,25.4291581109,29.7221081451,7,39,13,9,2,0,2,9461,0,0
104252,104979,"6-3 6-4","11",3,"Hard",2011-02-21,27.3812457221,23.5865845311,38,44,12,7,2,0,2,9462,0,0
104925,103852,"6-3 2-6 6-4","101",3,"Hard",2011-02-21,23.7535934292,29.4209445585,3,41,14,13,2,1,3,9463,0,0
103819,104660,"6-3 6-4","11",3,"Hard",2011-02-21,29.5386721424,25.1252566735,2,43,12,7,2,0,2,9464,0,0
104755,104468,"5-7 6-2 6-4","011",3,"Hard",2011-02-21,24.6789869952,26.1519507187,28,33,17,13,2,1,3,9465,0,0
104607,104332,"7-5 6-4","11",3,"Hard",2011-02-21,25.4291581109,26.9130732375,7,73,13,9,2,0,2,9466,0,0
104925,104252,"7-5 6-1","11",3,"Hard",2011-02-21,23.7535934292,27.3812457221,3,38,13,6,2,0,2,9467,0,0
103819,104755,"6-2 7-5","11",3,"Hard",2011-02-21,29.5386721424,24.6789869952,2,28,13,7,2,0,2,9468,0,0
104925,104607,"6-7(5) 6-2 4-2 RET","011",3,"Hard",2011-02-21,23.7535934292,25.4291581109,3,7,16,11,2,1,3,9469,0,0
104925,103819,"6-3 6-3","11",3,"Hard",2011-02-21,23.7535934292,29.5386721424,3,2,12,6,2,0,2,9470,0,0
105001,105738,"5-7 6-1 7-6(5) 4-6 8-6","01101",5,"Hard",2011-03-04,23.5154004107,19.9206023272,299,308,30,26,3,2,5,9471,5,4
105842,104229,"6-4 3-6 3-6 7-5 9-7","10011",5,"Hard",2011-03-04,19.4579055441,27.5427789185,368,42,28,28,3,2,5,9472,4,0
104229,105001,"6-1 6-2 6-2","111",5,"Hard",2011-03-04,27.5427789185,23.5154004107,42,299,18,5,3,0,3,9473,0,0
105842,105738,"6-3 6-2 2-6 6-0","1101",5,"Hard",2011-03-04,19.4579055441,19.9206023272,368,308,20,11,3,1,4,9474,0,0
104535,104433,"2-6 4-6 6-2 6-3 6-4","00111",5,"Clay",2011-03-04,25.8918548939,26.4229979466,439,202,24,21,3,2,5,9475,0,1
105683,105688,"6-2 6-2 6-1","111",5,"Clay",2011-03-04,20.1724845996,20.1478439425,37,546,18,5,3,0,3,9476,0,0
105683,104535,"7-5 6-3 6-2","111",5,"Clay",2011-03-04,20.1724845996,25.8918548939,37,439,19,10,3,0,3,9477,0,0
105166,105688,"6-4 6-1","11",3,"Clay",2011-03-04,22.7049965777,20.1478439425,203,546,12,5,2,0,2,9478,5,0
105147,102821,"6-4 6-7(5) 6-3 6-7(3) 9-7","10101",5,"Clay",2011-03-04,22.7816563997,34.6721423682,171,738,33,28,3,2,5,9479,5,5
104424,108594,"6-3 6-3 6-3","111",5,"Clay",2011-03-04,26.4804928131,31.0362765229,110,NA,18,9,3,0,3,9480,1,17
104424,102821,"7-6(5) 6-2 3-6 6-3","1101",5,"Clay",2011-03-04,26.4804928131,34.6721423682,110,738,22,17,3,1,4,9481,0,0
104523,105041,"6-2 6-2 6-1","111",5,"Clay",2011-03-04,25.9329226557,23.3210130048,84,119,18,5,3,0,3,9482,0,0
104349,105373,"6-4 6-4 1-6 2-6 6-4","11001",5,"Clay",2011-03-04,26.8856947296,21.6344969199,94,169,21,24,3,2,5,9483,0,5
104349,105041,"6-4 3-6 6-4 6-0","1011",5,"Clay",2011-03-04,26.8856947296,23.3210130048,94,119,21,14,3,1,4,9484,0,0
103813,104813,"3-6 6-3 6-4 6-3","0111",5,"Clay",2011-03-04,29.6016427105,24.4161533196,50,137,21,16,3,1,4,9485,0,1
104882,105349,"4-6 6-2 6-3 6-4","0111",5,"Clay",2011-03-04,23.9863107461,21.735797399,81,287,22,15,3,1,4,9486,0,9
103813,104882,"6-3 6-4 4-6 6-4","1101",5,"Clay",2011-03-04,29.6016427105,23.9863107461,50,81,22,17,3,1,4,9487,0,0
104813,106100,"2-6 6-3 6-3 6-3","0111",5,"Clay",2011-03-04,24.4161533196,18.1957563313,137,675,20,15,3,1,4,9488,0,12
104660,104898,"6-1 6-4 6-7(2) 4-6 6-2","11001",5,"Hard",2011-03-04,25.144421629,23.8986995209,38,56,28,20,3,2,5,9489,0,0
105217,105011,"7-6(3) 7-6(6) 6-4","111",5,"Hard",2011-03-04,22.4421629021,23.4743326489,52,99,20,16,3,0,3,9490,0,0
104660,104619,"6-1 6-4 3-6 6-7(4) 6-4","11001",5,"Hard",2011-03-04,25.144421629,25.3963039014,38,114,27,22,3,2,5,9491,0,0
104898,105011,"6-7(0) 1-6 7-6(5) 6-4 6-2","00111",5,"Hard",2011-03-04,23.8986995209,23.4743326489,56,99,26,25,3,2,5,9492,0,0
104655,104268,"2-6 6-1 6-2 6-4","0111",5,"Clay",2011-03-04,25.158110883,27.2908966461,66,103,20,13,3,1,4,9493,0,0
105053,105899,"6-2 6-0 6-2","111",5,"Clay",2011-03-04,23.2553045859,19.1238877481,44,694,18,4,3,0,3,9494,0,9
104655,105053,"6-2 6-3 6-4","111",5,"Clay",2011-03-04,25.158110883,23.2553045859,66,44,18,9,3,0,3,9495,0,0
104395,104268,"7-6(3) 6-7(2) 6-3","101",3,"Clay",2011-03-04,26.6392881588,27.2908966461,366,103,19,16,2,1,3,9496,9,0
104736,104677,"6-0 6-3 6-1","111",5,"Clay",2011-03-04,24.772073922,25.054072553,284,347,18,4,3,0,3,9497,7,12
104797,104907,"6-2 6-3 6-3","111",5,"Clay",2011-03-04,24.476386037,23.8466803559,54,496,18,8,3,0,3,9498,0,5
104677,104454,"6-1 6-7(5) 6-3","101",3,"Clay",2011-03-04,25.054072553,26.2915811088,347,482,18,11,2,1,3,9499,0,7
105030,105159,"6-3 6-0","11",3,"Clay",2011-03-04,23.370294319,22.7351129363,341,959,12,3,2,0,2,9500,1,7
104534,105152,"6-1 6-3 6-4","111",5,"Hard",2011-03-04,25.9028062971,22.7624914442,86,362,18,8,3,0,3,9501,0,12
104804,105668,"4-6 6-2 6-2 6-7(4) 6-3","01101",5,"Hard",2011-03-04,24.4517453799,20.2929500342,257,150,28,20,3,2,5,9502,12,5
105668,104534,"7-6(5) 6-4","11",3,"Hard",2011-03-04,20.2929500342,25.9028062971,150,86,13,10,2,0,2,9503,0,0
105590,103936,"6-2 3-6 6-7(4) 6-2 6-2","10011",5,"Hard",2011-03-04,20.6269678303,29.054072553,199,780,27,19,3,2,5,9504,5,7
105004,105029,"7-5 6-4 2-6 7-6(2)","1101",5,"Hard",2011-03-04,23.5071868583,23.3730321697,555,407,22,21,3,1,4,9505,12,5
105590,105004,"3-6 6-2 6-1 6-4","0111",5,"Hard",2011-03-04,20.6269678303,23.5071868583,199,555,21,13,3,1,4,9506,0,0
105012,106220,"6-2 6-3","11",3,"Hard",2011-03-04,23.4579055441,17.5879534565,467,1061,12,5,2,0,2,9507,11,12
104775,108735,"6-4 6-4 6-3","111",5,"Hard",2011-03-04,24.5776865161,24.5804243669,333,NA,18,11,3,0,3,9508,7,7
105226,108721,"6-1 6-2 6-2","111",5,"Hard",2011-03-04,22.4202600958,18.6584531143,198,NA,18,5,3,0,3,9509,7,23
